cod_autor,nome,nacionalidade
4195,Gabriel Nascimento,Malávi
4196,Mariana Vargas,República Checa
4197,Samuel Andrade,Nigéria
4198,Maria Isis Nunes,Uruguai
4199,Calebe da Rosa,Peru
4200,Caleb Fogaça,Croácia
4201,Arthur Miguel Leão,Bolívia
4202,Sarah Rocha,Lesoto
4203,Dra. Nina Abreu,São Vicente e Granadinas
4204,Enrico da Luz,Japão
4205,Caio Correia,Ilhas Heard e McDonald
4206,Maria Vargas,Cuba
4207,Anthony Novais,Libéria
4208,Srta. Bianca Monteiro,Maurícia
4209,Carlos Eduardo Novais,Reino Unido
4210,Caio Cavalcante,Antilhas Holandesas
4211,Helena Cunha,Akrotiri
4212,Bianca Sousa,Albânia
4213,Sr. Eduardo da Luz,Maurícia
4214,Eloá da Rosa,Faroé
4215,Sra. Esther Andrade,Nicarágua
4216,Ana Luiza Sousa,Marrocos
4217,Beatriz Correia,Itália
4218,Luna Barbosa,Líbano
4219,Eduardo da Paz,Camarões
4220,Maria Eduarda Silveira,Botsuana
4221,Giovanna Mendonça,Itália
4222,Melina Sales,Pitcairn
4223,Srta. Laura Novaes,Barein
4224,Arthur Gabriel Correia,Tokelau
4225,Gabriel Cavalcanti,Porto Rico
4226,Maria Liz Rocha,Líbano
4227,Sr. Daniel Sá,Malávi
4228,Rael da Cunha,Faroé
4229,Bento Novaes,Colômbia
4230,Yasmin Andrade,Marianas do Norte
4231,Srta. Aylla Sales,Seicheles
4232,Sr. Thales da Mata,Reino Unido
4233,Anthony da Costa,Comores
4234,Liz Oliveira,Ilha Norfolk
4235,Sr. Dom Mendonça,Fiji
4236,Luigi Brito,Micronésia
4237,Beatriz Camargo,Somália
4238,Melissa Mendes,Groenlândia
4239,Pedro Miguel Sampaio,Andorra
4240,Beatriz Camargo,Akrotiri
4241,Erick Costela,Niue
4242,Eduardo Rezende,Cazaquistão
4243,Cecilia Garcia,Suazilândia
4244,Sr. Enzo Gabriel Carvalho,Índia
4245,Alexandre Silva,Paquistão
4246,Isabel Porto,Nigéria
4247,João Pedro Gonçalves,Barbados
4248,Matteo Cirino,Nepal
4249,Srta. Luiza da Rosa,Austrália
4250,Srta. Esther Abreu,Croácia
4251,Dra. Ana Rocha,Vaticano
4252,Ian Novais,Azerbaijão
4253,Maria Eduarda da Rocha,França
4254,Laura Moura,Congo-Brazzaville
4255,Enrico Cirino,Palau
4256,Antony Nascimento,Tunísia
4257,Maria Leão,Venezuela
4258,Lorena Cassiano,Arábia Saudita
4259,Nicolas Câmara,Guiné-Bissau
4260,Dr. Léo Campos,Quirguizistão
4261,Cecília Siqueira,Monserrate
4262,Antônio das Neves,Sara Ocidental
4263,João Pedro Garcia,Croácia
4264,Isabel Vieira,Chipre
4265,Erick Siqueira,Vietnam
4266,Maria Sophia Vieira,Austrália
4267,Lucas Mendes,Ilhas Caiman
4268,Gabriela da Mata,Cazaquistão
4269,Srta. Mariah Guerra,Estônia
4270,Isabella Pires,Áustria
4271,Eloah Pacheco,Argélia
4272,Henry Pinto,Clipperton Island
4273,Sra. Liz Lopes,Aruba
4274,Júlia Lopes,Dhekelia
4275,Emanuelly Leão,Congo-Brazzaville
4276,Giovanna Mendes,Bangladesh
4277,Bruno Rocha,Dhekelia
4278,Dante Gomes,Salvador
4279,Maria Luiza Câmara,Maldivas
4280,Daniela Dias,Burundi
4281,José Rocha,Ilhas Turcas e Caicos
4282,Gael Duarte,Brasil
4283,Esther Fernandes,Suíça
4284,Dr. Lucas Leão,Guernsey
4285,Lunna Moura,Camarões
4286,Guilherme Câmara,África do Sul
4287,Dra. Emanuelly Ramos,Alemanha
4288,Gael Henrique Correia,Macau
4289,Bruno Peixoto,Ilha Bouvet
4290,Davi Miguel Viana,Chade
4291,Sr. Gustavo Henrique Almeida,Camboja
4292,Isabella Sousa,Ilhas Marshall
4293,Sra. Isabela Moura,Hungria
4294,Eduarda Montenegro,Territórios Austrais Franceses
4295,Ágatha Vargas,Egito
4296,Arthur Siqueira,Honduras
4297,Ísis Casa Grande,Domínica
4298,Cauã Brito,Indonésia
4299,Pietra Siqueira,Ilha do Natal
4300,Valentim Nunes,Birmânia
4301,Mariane Siqueira,Honduras
4302,Ian Moreira,Emirados Árabes Unidos
4303,Gael Monteiro,França
4304,Maria Eduarda Rezende,Tokelau
4305,Maria Flor da Paz,Eslovênia
4306,Ana Clara das Neves,Laos
4307,João Gabriel Monteiro,Butão
4308,Alexandre Fonseca,Zâmbia
4309,Marcelo Monteiro,Chade
4310,Júlia Nascimento,Congo-Kinshasa
4311,Sr. José Miguel Fernandes,Território Britânico do Oceano Índico
4312,Enzo Silveira,Panamá
4313,Dra. Maria Fernanda Martins,Suriname
4314,Isabelly Correia,Israel
4315,Dra. Fernanda Novaes,Emirados Árabes Unidos
4316,Davi Lucas Ribeiro,Groenlândia
4317,Sr. Yago Lima,Portugal
4318,Ana Vitória Abreu,Suazilândia
4319,Dr. Pietro Abreu,República Checa
4320,Heloísa Nogueira,Estados Unidos
4321,Mariana Fogaça,São Cristóvão e Neves
4322,Yuri Aragão,Fiji
4323,Caio Campos,Gâmbia
4324,Sra. Larissa Rocha,Portugal
4325,Sra. Elisa Costela,Clipperton Island
4326,Rael Novaes,Dinamarca
4327,Sr. Mathias Vasconcelos,São Pedro e Miquelon
4328,Isabella Cavalcante,Faroé
4329,Sr. Gustavo Henrique Cassiano,Armênia
4330,Bárbara Moreira,Trindade e Tobago
4331,Bryan Sousa,Suíça
4332,Diego Brito,Noruega
4333,Sophie Gonçalves,Kuwait
4334,Nicole Farias,Comores
4335,Ravi Lucca Barbosa,Malásia
4336,Maria Clara Carvalho,Samoa
4337,Cecília Vieira,Santa Helena
4338,Srta. Isabella Aragão,Jordânia
4339,Vinícius Cunha,Iraque
4340,Srta. Alana Fogaça,Comores
4341,Sabrina da Conceição,Malásia
4342,Isabel Pimenta,Bangladesh
4343,Valentina Mendes,Iraque
4344,Allana Gonçalves,Salvador
4345,Ana Vitória Cavalcanti,Armênia
4346,Juliana Araújo,Angola
4347,Marcos Vinicius Cardoso,Bolívia
4348,Bianca Lima,Gana
4349,Lorena Abreu,Quênia
4350,Sra. Laís Marques,Albânia
4351,Maria Flor Carvalho,Ilha Wake
4352,Luiz Fernando Guerra,Bermudas
4353,Melina Nascimento,Estados Unidos
4354,Gael Henrique Guerra,Somália
4355,Ana Laura Abreu,São Marinho
4356,Maria Oliveira,Costa Rica
4357,Anna Liz Correia,Ilhas Salomão
4358,Paulo Aparecida,Guiana
4359,José Gomes,Turquia
4360,Maitê Pires,São Tomé e Príncipe
4361,Luiz Fernando Fonseca,Samoa Americana
4362,Pedro Lucas Leão,Letônia
4363,José Pedro Alves,Filipinas
4364,Lucca da Luz,Iêmen
4365,Ana Beatriz Carvalho,Albânia
4366,Vitor Hugo Sá,Grécia
4367,Daniel Costa,Libéria
4368,Luiz Miguel Marques,Barbados
4369,Dr. Theo Pires,Iran
4370,Kaique Duarte,Palau
4371,Kamilly Ribeiro,Suriname
4372,Manuella Abreu,Antilhas Holandesas
4373,Juliana Costela,Omã
4374,Ana Teixeira,Rússia
4375,Dra. Olivia Cavalcante,Tailândia
4376,Aurora Souza,Albânia
4377,Yago Leão,Gana
4378,Melissa Macedo,Nepal
4379,Dr. Leandro Moraes,Croácia
4380,Sr. João Pedro Rezende,Moldávia
4381,Carlos Eduardo Oliveira,Burquina Faso
4382,Pedro da Cunha,Antígua e Barbuda
4383,Ayla Moraes,Akrotiri
4384,Paulo Albuquerque,Turquia
4385,Theo Caldeira,Nigéria
4386,Dra. Caroline Aragão,Comores
4387,Lorena da Cunha,Guiné-Bissau
4388,Luiz Henrique Gomes,Burundi
4389,João Gabriel Dias,Peru
4390,Ana Cecília Viana,Maldivas
4391,Luiz Miguel da Paz,Gâmbia
4392,Milena Casa Grande,Geórgia do Sul e Sandwich do Sul
4393,André Siqueira,Países Baixos
4394,Otávio da Cruz,Chade
4395,Davi Miguel das Neves,México
4396,Sr. Leandro Novaes,Japão
4397,Gael da Paz,Costa do Marfim
4398,Vinícius Marques,Cazaquistão
4399,Olivia Barbosa,Ilha Wake
4400,Bianca Santos,Venezuela
4401,Lucca Novaes,Guernsey
4402,Sra. Heloísa da Paz,Macedônia do Norte
4403,Lorena Viana,Guiné
4404,Sr. Marcos Vinicius Pires,Estados Unidos
4405,Juliana Jesus,Áustria
4406,Hadassa Barros,Dhekelia
4407,Luiz Miguel Rezende,Gabão
4408,Eduarda Sá,República Checa
4409,Anthony Gabriel Azevedo,Haiti
4410,Agatha Camargo,Groenlândia
4411,Lorena Machado,Brunei
4412,Sra. Emanuelly da Rocha,Argélia
4413,Henry Teixeira,Albânia
4414,Isabelly da Rocha,Mali
4415,Marina Costa,Aruba
4416,Zoe das Neves,Malávi
4417,Lorenzo Macedo,Equador
4418,Isadora Carvalho,Japão
4419,Ravi Costa,Moldávia
4420,Yan Albuquerque,Indonésia
4421,Maria Laura Cavalcante,Líbano
4422,Maria Julia da Cunha,Antártica
4423,Rael da Rocha,Croácia
4424,Lucca Ribeiro,Akrotiri
4425,Mariane Pimenta,Antígua e Barbuda
4426,Dr. Pedro Miguel Novais,Sudão
4427,Isaac Nunes,Letônia
4428,Carlos Eduardo Pires,Dhekelia
4429,Yasmin Machado,Dhekelia
4430,Maya Pastor,Equador
4431,Sr. Rael Peixoto,Ilha de Man
4432,Cauê Cirino,Bahamas
4433,Ana Luiza Pinto,Quênia
4434,Marcela Barros,Brunei
4435,Isabella Dias,Anguila
4436,Sabrina Rios,Polinésia Francesa
4437,Matteo da Conceição,Santa Lúcia
4438,Igor Pinto,Antilhas Holandesas
4439,Gabriela Alves,Eslovênia
4440,Maria Clara Lopes,Santa Lúcia
4441,Mathias Borges,Canadá
4442,Valentina Sales,Paquistão
4443,Marcelo da Rocha,Ilhas Salomão
4444,Gael Henrique Silva,Iêmen
4445,Dra. Bella Cavalcanti,Estônia
4446,Hadassa da Mota,Costa do Marfim
4447,Hellena Costa,Geórgia
4448,Luara Santos,Bangladesh
4449,Daniela Mendes,Birmânia
4450,Jade Cassiano,Granada
4451,Dr. Theo da Cunha,Brasil
4452,Srta. Clarice Machado,Moldávia
4453,Nicolas Monteiro,Bolívia
4454,Benício Cavalcanti,Grécia
4455,Manuella da Paz,Nova Caledónia
4456,Clarice Cavalcanti,Navassa Island
4457,Julia Alves,Argélia
4458,Sr. Thiago Jesus,África do Sul
4459,Dr. Benicio Barbosa,Panamá
4460,Rhavi da Luz,Bahamas
4461,Mathias Teixeira,Arábia Saudita
4462,Caio da Cruz,Burquina Faso
4463,Sra. Antonella Lima,Japão
4464,Bryan Vieira,Coral Sea Islands
4465,Liz Pires,Ilha do Natal
4466,Sr. João Lucas Araújo,Letônia
4467,Leonardo Pires,Suazilândia
4468,Dr. Rodrigo Silveira,Mayotte
4469,Emanuel Duarte,Angola
4470,Daniela Sá,São Vicente e Granadinas
4471,Jade Vargas,Líbano
4472,Davi Albuquerque,Ilha de Man
4473,Sofia Araújo,Iêmen
4474,Dra. Pietra da Costa,Benim
4475,Cecilia Vasconcelos,Coreia do Norte
4476,Dra. Emanuella Novaes,Guiné Equatorial
4477,Marcela Vargas,Quênia
4478,Srta. Lorena Rios,Japão
4479,Natália Rezende,Burquina Faso
4480,Dr. Yago Fernandes,Ilhas dos Cocos
4481,Luan Sampaio,Japão
4482,Davi Luiz Pastor,Portugal
4483,Olívia Caldeira,Tokelau
4484,Ravy Vasconcelos,Ilha do Natal
4485,Mateus Barbosa,Islândia
4486,Maria Luísa Azevedo,África do Sul
4487,Alice Jesus,Bolívia
4488,Clarice Costela,Domínica
4489,Anthony Gabriel Sá,Seicheles
4490,Paulo Sampaio,Barein
4491,Isis Silva,Liechtenstein
4492,Yasmin Sales,Anguila
4493,Cecília Ribeiro,China
4494,Bruna Sampaio,Líbano
4495,Zoe Barros,Namíbia
4496,Benjamin Cassiano,Laos
4497,Davi Mendes,Bahamas
4498,Rodrigo Peixoto,Jibuti
4499,Srta. Giovanna Moura,Catar
4500,Lavínia da Paz,Egito
4501,Nina Moraes,Finlândia
4502,Maria Luísa Garcia,Emirados Árabes Unidos
4503,Benício Barbosa,Croácia
4504,Enzo Gabriel Rocha,Madagascar
4505,Vitor Borges,Eslovênia
4506,Ryan da Paz,Ilha Bouvet
4507,Dante Monteiro,Reino Unido
4508,Sra. Clarice Campos,São Cristóvão e Neves
4509,José da Rosa,Domínica
4510,Dr. Thiago Costela,Barein
4511,Luana Pastor,Ucrânia
4512,Fernanda Azevedo,Taiwan
4513,Sra. Catarina Ferreira,Ilha Wake
4514,Kevin Mendonça,Espanha
4515,Júlia da Conceição,Paquistão
4516,Rafael Rezende,Áustria
4517,José Miguel da Conceição,Guiné Equatorial
4518,Maria Laura Pereira,Polônia
4519,Heloísa Caldeira,Libéria
4520,Emanuel Cunha,Ucrânia
4521,Srta. Maria Sophia Lima,Senegal
4522,Ana Julia Sampaio,Ilha Norfolk
4523,Pedro Siqueira,Ucrânia
4524,Francisco Casa Grande,Egito
4525,Vinícius Fonseca,Território Britânico do Oceano Índico
4526,Ana Vitória Nogueira,Clipperton Island
4527,Marcela da Conceição,Burundi
4528,Ester da Conceição,Territórios Austrais Franceses
4529,Yuri Dias,São Vicente e Granadinas
4530,Dra. Maria Souza,Guam
4531,Arthur Miguel Peixoto,Coreia do Sul
4532,Emanuelly Novaes,Polônia
4533,João Guilherme da Rocha,Lituânia
4534,João Pedro Oliveira,Barein
4535,Maya Abreu,Quênia
4536,Dr. Eduardo Marques,Coreia do Norte
4537,Lunna Barros,Ilha do Natal
4538,Ravy Pimenta,Canadá
4539,Maria Luísa Novaes,Dhekelia
4540,Maria Laura Fogaça,Monserrate
4541,Caroline Oliveira,Argélia
4542,Yago Guerra,Antártica
4543,Dra. Mariah Peixoto,São Tomé e Príncipe
4544,Srta. Ana Sophia Sales,Dinamarca
4545,Liam Barros,Guernsey
4546,Asafe Lopes,Hong Kong
4547,Juan das Neves,Catar
4548,Daniela da Paz,Chile
4549,Matteo Gonçalves,Hong Kong
4550,Hellena Rodrigues,Paquistão
4551,Sra. Ana Laura Duarte,Países Baixos
4552,João Pedro Aragão,Ilhas Heard e McDonald
4553,Augusto Nogueira,Anguila
4554,Anthony Farias,Hong Kong
4555,Rafael Monteiro,Antígua e Barbuda
4556,Vitória Pastor,Barein
4557,Sr. João Lucas Machado,Estônia
4558,Erick Novaes,Belize
4559,Lucca Albuquerque,Nicarágua
4560,Yan Marques,Haiti
4561,João Lucas da Cunha,Emirados Árabes Unidos
4562,Lívia Castro,Países Baixos
4563,Dra. Maria Liz Cirino,Paquistão
4564,Benjamim Mendonça,Bangladesh
4565,Dra. Giovanna Sampaio,Singapura
4566,Gabriela Peixoto,Sri Lanka
4567,Dra. Isabelly Rios,Brasil
4568,Mariana Pereira,Chade
4569,Nicole da Paz,Faroé
4570,Heitor Gomes,Armênia
4571,Luigi Pires,Indonésia
4572,Caleb Nogueira,Coreia do Sul
4573,Vicente Albuquerque,Bielorrússia
4574,Maria Isis Aparecida,Camarões
4575,Vitória Macedo,Bahamas
4576,Enzo Costela,Sri Lanka
4577,Nina Gonçalves,Costa do Marfim
4578,Mateus Viana,Pitcairn
4579,Rael Peixoto,Gibraltar
4580,Eduardo Martins,Liechtenstein
4581,Maria Luiza Jesus,Samoa Americana
4582,Felipe da Costa,África do Sul
4583,Enzo Gabriel Vieira,Maldivas
4584,Antônio Cirino,Guernsey
4585,Luana Machado,Arábia Saudita
4586,Maria Flor Moraes,Rússia
4587,Pietra Fernandes,Áustria
4588,Benício Pereira,Eslováquia
4589,Caroline Vieira,Equador
4590,Danilo Silveira,Bahamas
4591,Aurora Pires,Emirados Árabes Unidos
4592,Maria Luísa Pinto,Belize
4593,Eloá Almeida,São Marinho
4594,Dante Ramos,Samoa Americana
4595,Ryan Nogueira,Croácia
4596,João Guilherme Costa,Palau
4597,Mariane Peixoto,Quênia
4598,João Felipe Santos,Portugal
4599,Mariane Rocha,Suíça
4600,Maria Julia Aragão,São Tomé e Príncipe
4601,Otto Macedo,Papua-Nova Guiné
4602,Larissa Barros,Estônia
4603,Asafe Pastor,Uganda
4604,Sr. Josué Abreu,Itália
4605,Ana Liz Pires,Polinésia Francesa
4606,Isaac Pastor,Macau
4607,Sr. Benjamin Martins,Comores
4608,Bryan Gonçalves,Noruega
4609,Dra. Agatha Costa,Peru
4610,Liam Camargo,Marianas do Norte
4611,Lucas Cavalcanti,Antilhas Holandesas
4612,Sabrina Moura,Ilhas Turcas e Caicos
4613,Manuela Monteiro,Canadá
4614,Matteo Correia,Costa Rica
4615,Eduardo Sousa,São Marinho
4616,Ravy Pacheco,Israel
4617,Sr. João Felipe Garcia,Tanzânia
4618,Sra. Kamilly Mendes,Costa Rica
4619,Ana Casa Grande,Líbia
4620,Maria Eduarda Oliveira,Maurícia
4621,Ana Liz das Neves,Ilhas Virgens Americanas
4622,Yan Pereira,Canadá
4623,Marcela Guerra,Haiti
4624,Cauê Azevedo,Granada
4625,Dr. Caio da Mata,Tunísia
4626,Lívia Garcia,Bélgica
4627,José Miguel Teixeira,Islândia
4628,Lara da Costa,Aruba
4629,Heloisa Novais,Namíbia
4630,Natália da Cunha,Guernsey
4631,Cecilia Aragão,Groenlândia
4632,Helena Sousa,Dhekelia
4633,Cauã Monteiro,Togo
4634,Henry Gabriel Cardoso,Bangladesh
4635,Isadora Abreu,Andorra
4636,Caleb Andrade,Aruba
4637,Clara Moura,Cuba
4638,Calebe Lima,Senegal
4639,Benicio Andrade,Micronésia
4640,Joana Ferreira,Maldivas
4641,Dom Cirino,Wallis e Futuna
4642,Anthony Vargas,Guiana
4643,Liz Monteiro,Etiópia
4644,Diogo Farias,Jersey
4645,Maria Liz da Conceição,Turquemenistão
4646,Natália Silveira,Suriname
4647,Sr. Vinicius Araújo,Bélgica
4648,João Gabriel Pereira,Cazaquistão
4649,Camila da Paz,Cuba
4650,Sarah Borges,Liechtenstein
4651,Sr. Yan Brito,Marrocos
4652,Dr. Arthur Miguel Abreu,Santa Lúcia
4653,Ana Julia Costela,Malásia
4654,Clara da Costa,Reino Unido
4655,Agatha Rezende,Argentina
4656,Arthur Machado,Gibraltar
4657,Gabriel Montenegro,Ilha de Man
4658,Maria Sophia Fogaça,Portugal
4659,Júlia Nascimento,Finlândia
4660,Ana Carolina Machado,Marianas do Norte
4661,Yasmin Ferreira,Laos
4662,Pedro Henrique Ribeiro,Geórgia
4663,Ana Liz Azevedo,Mali
4664,Juliana da Conceição,Palau
4665,Ana Sophia das Neves,Polinésia Francesa
4666,Luiz Gustavo da Mota,Suécia
4667,José Pedro Rezende,Catar
4668,Giovanna Casa Grande,Montenegro
4669,Luan Carvalho,Líbano
4670,Sr. Gabriel Sampaio,Ashmore and Cartier Islands
4671,Lavínia Fernandes,Guiné-Bissau
4672,Isabella Duarte,São Vicente e Granadinas
4673,Milena Nascimento,Níger
4674,Dr. Théo Cirino,Hungria
4675,Arthur Miguel Peixoto,Lesoto
4676,Kamilly Freitas,Angola
4677,Allana Sá,Indonésia
4678,Mirella Montenegro,Quiribáti
4679,Srta. Luísa Dias,Seicheles
4680,Sophia Pimenta,França
4681,Emanuel da Costa,Territórios Austrais Franceses
4682,Alana Fonseca,Ilha Norfolk
4683,Hellena Abreu,Uruguai
4684,Davi Luiz Caldeira,Argélia
4685,Eloah da Mota,Niue
4686,Dra. Melissa Novaes,Irlanda
4687,Sr. Gustavo Henrique Ramos,Iêmen
4688,Mariane Araújo,Jibuti
4689,Yan Melo,Portugal
4690,Sara Brito,Irlanda
4691,Erick da Conceição,Dinamarca
4692,Vitor Hugo Rocha,Guiana
4693,Bryan Araújo,União Europeia
4694,Maitê Guerra,Laos
4695,Samuel Siqueira,Paraguai
4696,Calebe Melo,São Pedro e Miquelon
4697,Yasmin Fernandes,Singapura
4698,Diogo Pires,República Checa
4699,Maria Cecília Lima,Malásia
4700,Francisco Souza,Albânia
4701,Otávio Cassiano,Guiné-Bissau
4702,Yuri Albuquerque,Reino Unido
4703,Ísis Fogaça,Antígua e Barbuda
4704,Olivia Montenegro,União Europeia
4705,Sr. Davi Luiz Moraes,Groenlândia
4706,João Pedro da Conceição,Luxemburgo
4707,Cecilia Rodrigues,Níger
4708,Maria Júlia Fonseca,Svalbard e Jan Mayen
4709,Maria Laura Aparecida,Croácia
4710,Leandro Leão,Domínica
4711,Marcelo Cunha,Guiné-Bissau
4712,Vitor Gabriel Farias,Nicarágua
4713,Maya Pires,Ilha Bouvet
4714,Lucas Silveira,Iêmen
4715,Eduarda Teixeira,Macedônia do Norte
4716,Sr. Lorenzo Silva,Guiné
4717,Mariah Gonçalves,Sérvia
4718,Mateus Porto,Tokelau
4719,Gabriel Azevedo,Jersey
4720,Lucas Gabriel da Rocha,Emirados Árabes Unidos
4721,Ian Macedo,Nicarágua
4722,Lorenzo da Costa,Timor Leste
4723,Isis Albuquerque,Guatemala
4724,Thiago Teixeira,Malásia
4725,João Gabriel Machado,Maurícia
4726,Elisa Macedo,Tonga
4727,Arthur Rodrigues,Panamá
4728,Gabriela da Rocha,Ilhas Marshall
4729,Joana Camargo,Maurícia
4730,Pedro Henrique Cirino,Nova Zelândia
4731,Dra. Luara Barros,Mongólia
4732,Melina Pastor,Bósnia e Herzegovina
4733,Théo das Neves,Ilhas dos Cocos
4734,Yan Sá,Dinamarca
4735,Murilo da Rocha,Bahamas
4736,Luiz Henrique Montenegro,Camboja
4737,Sra. Ana Beatriz Barros,Estados Unidos
4738,Dr. Enzo Gabriel Andrade,Costa do Marfim
4739,Maria Julia Sousa,Barein
4740,Dra. Clarice Cunha,Chipre
4741,Sr. Raul da Costa,Argélia
4742,Henrique Correia,Malávi
4743,Maria Fernanda da Mota,Granada
4744,Lucas Rocha,Congo-Brazzaville
4745,Maysa Vasconcelos,Suécia
4746,Pietro Sampaio,Azerbaijão
4747,Eloá Jesus,Ucrânia
4748,Hadassa das Neves,São Marinho
4749,Dr. Anthony da Luz,Gibraltar
4750,Gustavo Aragão,Alemanha
4751,Ana Cecília Novaes,Índia
4752,Guilherme Cassiano,Iran
4753,José Pedro Cavalcante,Peru
4754,Manuela Moura,Porto Rico
4755,Dr. Thiago Pires,Malta
4756,Leonardo Sousa,Estados Unidos
4757,Thiago Brito,Afeganistão
4758,Sra. Sarah Marques,Ilha Norfolk
4759,Josué da Cruz,Marianas do Norte
4760,Stella Freitas,Áustria
4761,Gabriel Martins,Singapura
4762,Yuri Gomes,Malta
4763,Danilo Vasconcelos,São Pedro e Miquelon
4764,Alana Nunes,Paquistão
4765,Zoe Moura,Cabo Verde
4766,Ana Liz Câmara,Madagascar
4767,Davi Miguel Silva,Samoa
4768,Lucas da Costa,Gabão
4769,Raul Borges,Tuvalu
4770,Pedro Lucas Pimenta,Chile
4771,Otto da Rosa,Coral Sea Islands
4772,Benicio Santos,Jamaica
4773,Thales Gonçalves,Nigéria
4774,Heloísa Alves,Marrocos
4775,Jade Gonçalves,Uganda
4776,Yuri Almeida,Somália
4777,Maya Aparecida,Croácia
4778,Alexia Cirino,Bahamas
4779,Isis Marques,Antilhas Holandesas
4780,Clara Viana,Eslováquia
4781,Vinícius Farias,Angola
4782,Bruno Cunha,Letônia
4783,Leandro Jesus,Pitcairn
4784,Daniela Mendes,Nauru
4785,Calebe Alves,Bielorrússia
4786,Dr. Danilo da Cunha,Iêmen
4787,Dr. Nicolas Cavalcante,Liechtenstein
4788,Yuri Nascimento,Polônia
4789,Dr. Davi Lucas Pimenta,Níger
4790,Vitória Teixeira,Geórgia
4791,Lucca Araújo,Svalbard e Jan Mayen
4792,João Pedro Ferreira,Palau
4793,Liz Alves,Montenegro
4794,Olívia Pereira,Nauru
4795,Asafe Lopes,República Centro-Africana
4796,Gabrielly Carvalho,Ilhas Falkland
4797,Gustavo Correia,Bermudas
4798,Benício da Conceição,Turquemenistão
4799,Dra. Rebeca Costela,Territórios Austrais Franceses
4800,Gabriel Aragão,Antilhas Holandesas
4801,Mateus Sampaio,Argélia
4802,Rhavi Dias,Seicheles
4803,Ana Júlia Silva,São Pedro e Miquelon
4804,Sophie Cardoso,Camboja
4805,Luna Marques,Samoa
4806,Jade Peixoto,Suécia
4807,Heitor Pimenta,Monserrate
4808,Sra. Ana Sophia Cavalcanti,Coreia do Sul
4809,Vitor da Cruz,Camarões
4810,Rhavi da Paz,Vietnam
4811,Yago Santos,Antártica
4812,Luara Mendes,Chile
4813,Allana da Rocha,Panamá
4814,Nicole Costa,Ilhas Virgens Britânicas
4815,Diogo Casa Grande,Quiribáti
4816,João Lucas Ribeiro,Áustria
4817,Vinícius Ribeiro,Colômbia
4818,Beatriz Cardoso,Iran
4819,Eloá Brito,Nigéria
4820,Diogo Rios,Nova Caledónia
4821,Dr. Nathan Sampaio,Ilha de Man
4822,Rael Sá,Belize
4823,Daniel Costa,Camboja
4824,Lucas Castro,Coreia do Norte
4825,Lunna Montenegro,Guiné
4826,Mateus Cavalcanti,Islândia
4827,Pedro Aparecida,Antilhas Holandesas
4828,Dra. Letícia Lima,Bahamas
4829,Ravi Cardoso,Botsuana
4830,Pedro Leão,Bósnia e Herzegovina
4831,Gabrielly Freitas,Svalbard e Jan Mayen
4832,Emanuelly Vasconcelos,Canadá
4833,Srta. Brenda da Cunha,Afeganistão
4834,Gabrielly Fogaça,Líbano
4835,Vitor Pastor,China
4836,João Felipe da Mata,Chipre
4837,Antônio da Mata,Cabo Verde
4838,Ana Sophia da Mota,Paraguai
4839,Dr. Eduardo Costa,Iraque
4840,Isaque Araújo,Antígua e Barbuda
4841,Dr. Lucca da Costa,Camboja
4842,Larissa Rocha,Emirados Árabes Unidos
4843,Eloah Correia,Espanha
4844,Sr. Benicio Moura,Burquina Faso
4845,Aurora Guerra,Armênia
4846,Emilly Moraes,Nova Zelândia
4847,Bruna Pacheco,Andorra
4848,Daniela Porto,Gâmbia
4849,Dra. Beatriz da Cruz,Espanha
4850,Isabel Novaes,Porto Rico
4851,Ana Julia Nogueira,Faroé
4852,Thiago Machado,Anguila
4853,Maria Luísa Moraes,Cazaquistão
4854,Aurora Vieira,Micronésia
4855,Srta. Luiza Monteiro,Jan Mayen
4856,Marcela Lima,Tajiquistão
4857,Diego da Mata,Ilha do Natal
4858,Henry Gabriel da Rocha,Irlanda
4859,Maria Isis Duarte,Nova Zelândia
4860,Dr. Otávio Silveira,Quiribáti
4861,Gabriela Viana,Guatemala
4862,Francisco Correia,Hong Kong
4863,Sr. Benjamin Moura,Luxemburgo
4864,Emanuel Macedo,Chile
4865,Sr. André Caldeira,Líbano
4866,Lorenzo da Rosa,Samoa
4867,Stephany Pimenta,Zâmbia
4868,Vinícius Macedo,Tanzânia
4869,Melina Pires,Ilhas Virgens Americanas
4870,Liam Aparecida,Chade
4871,Diego Sampaio,Suíça
4872,Ana Luiza Barbosa,Ilhas Salomão
4873,Sra. Bruna Lopes,Birmânia
4874,Sra. Maria Clara Dias,Moldávia
4875,Ágatha da Rosa,Botsuana
4876,Sophie Câmara,Madagascar
4877,Dr. Marcelo Castro,Seicheles
4878,Davi Rios,Madagascar
4879,Marcela Cassiano,Niue
4880,Luan Cavalcante,Tunísia
4881,Leonardo Fernandes,Liechtenstein
4882,Luan Rios,Navassa Island
4883,Pedro Nascimento,São Vicente e Granadinas
4884,Ana Luiza Fernandes,Dinamarca
4885,Brayan Ramos,Líbia
4886,Anna Liz Abreu,Guatemala
4887,Heitor Sousa,República Dominicana
4888,Pedro Lucas Andrade,Niue
4889,Olívia Machado,Zâmbia
4890,Apollo Viana,Montenegro
4891,Ayla Cavalcanti,Camarões
4892,Helena Rezende,Antártica
4893,Miguel Fernandes,Sérvia
4894,Noah Pereira,Singapura
4895,Ana Julia Borges,Jersey
